fitur 1,fitur 2,fitur 3,fitur 4,fitur 5,fitur 6,fitur 7,fitur 8,fitur 9,fitur 10,fitur 11,fitur 12,fitur 13,fitur 14,fitur 15,fitur 16,fitur 17,fitur 18,fitur 19,fitur 20,fitur 21,fitur 22,fitur 23,fitur 24,fitur 25,fitur 26,fitur 27,fitur 28,fitur 29,fitur 30,fitur 31,fitur 32,fitur 33,fitur 34,fitur 35,fitur 36,fitur 37,fitur 38,fitur 39,fitur 40,fitur 41,fitur 42,fitur 43,fitur 44,fitur 45,label
7.661159558,0.029926406,0.054869488,15.71144095,0.061372813,0.011816403,7.174461651,0.028025242,0.055864442,94.047784,68.97506631,-0.1866155,0.551259417,122.470736,73.40695945,-0.034949356,0.628121775,151.392584,75.8166351,0.034352516,0.656364778,20.26275556,19.97201808,15.86620202,19.94281266,0.891648349,0.895734367,0.926637005,0.888748643,0.153328642,0.134475828,0.169065319,0.152806713,1140.9232,1098.344189,773.8998828,1171.856152,0.000237411,0.000212226,0.000271641,0.000236045,0.015408141,0.014567974,0.016481533,0.01536374,Bakso
5.893189137,0.023020271,0.058106087,14.42782196,0.05635868,0.027017571,13.83655129,0.05404903,0.031383954,102.936548,84.29714264,-1.222772664,3.06385203,123.504984,78.06663881,-0.754020735,8.94990605,147.892924,68.86265939,0.092872377,1.118683402,37.19406869,35.56293493,27.09247273,35.59349798,0.717812588,0.736134633,0.843186829,0.743839369,0.057503647,0.060831302,0.079521538,0.056937346,2984.156105,2787.940219,1661.878291,2706.851774,8.50E-05,9.09E-05,0.000116505,8.65E-05,0.009216859,0.009532964,0.010793745,0.009300364,Bakso
9.14722116,0.03573133,0.05127887,15.61193857,0.060984135,0.013681561,13.52632992,0.052837227,0.033383794,104.774544,75.56550897,0.169549755,0.979035758,130.791612,71.46540715,0.353923986,1.572846848,132.696228,77.65791498,0.483722454,-0.099486637,23.48324444,22.68034193,18.37491717,22.4454507,0.87659505,0.883431577,0.917262462,0.886739909,0.07776387,0.08685109,0.109756794,0.080958084,1322.944667,1245.714673,886.5268606,1210.347319,0.00011617,0.000120111,0.000158216,0.000123911,0.010778199,0.010959512,0.012578397,0.011131534,Bakso
3.664762752,0.014315479,0.060838446,10.39813467,0.04061771,0.047502123,12.04542419,0.047052443,0.04113779,90.674648,90.42219198,-0.379583762,2.329964951,123.740264,77.87256591,-0.419183665,4.521433299,154.92722,66.32475245,0.364156802,0.591002923,25.1543596,25.29625309,24.92832727,27.51451125,0.835953647,0.831323798,0.841376488,0.815021351,0.110305747,0.108027645,0.10621534,0.092669437,1683.905228,1728.020409,1627.161006,1895.135894,0.000128777,0.000122729,0.000128279,0.000114859,0.011347976,0.011078314,0.011326044,0.010717217,Bakso
13.91657767,0.054361634,0.030839307,15.51585225,0.060608797,0.015258563,15.36403214,0.060015753,0.017445913,104.280356,74.61426655,0.376366905,37.47743786,126.18212,75.14329628,0.467221312,44.10704236,141.242568,72.30510151,-0.015920214,13.44497606,21.59809697,21.63605619,18.61806869,22.12653649,0.865190153,0.864999051,0.899680431,0.862860993,0.101643759,0.106877383,0.123940114,0.108083672,1443.455471,1442.136324,1075.652299,1464.977083,0.000136357,0.000136443,0.000161091,0.0001355,0.011677192,0.011680879,0.012692165,0.011640461,Bakso
7.486517434,0.029244207,0.055236097,15.66023641,0.0611728,0.012811665,15.41380697,0.060210183,0.01676256,98.712044,78.55885527,-0.206960384,-1.107057811,130.268732,74.03115649,0.19791547,0.286319415,135.780004,73.26737603,-0.031244264,0.831875361,16.37706667,17.93923159,16.95597172,18.39714084,0.91892718,0.902413468,0.908993925,0.898605959,0.173193928,0.17552844,0.183288021,0.161316082,869.5229253,1043.243383,974.2948727,1083.983615,0.000296809,0.000282754,0.000308592,0.000259175,0.017228157,0.016815299,0.017566785,0.016098912,Bakso
4.514325603,0.017634084,0.05996073,14.14862251,0.055268057,0.029183762,13.60965414,0.053162716,0.032862984,85.691132,84.06170237,0.040741334,1.046362013,125.530148,74.97605017,0.144904618,0.778796275,150.533272,73.57776195,-1.454379183,25.84146809,18.44454949,22.48999659,21.24336566,21.77548208,0.890912793,0.850930534,0.865317814,0.863530302,0.162231077,0.128343247,0.139699074,0.139516507,1161.066974,1584.124524,1432.1652,1450.195495,0.0002236,0.000165147,0.000174775,0.000183043,0.014953259,0.012850947,0.013220262,0.013529323,Bakso
7.403473354,0.028919818,0.05540663,13.98700987,0.054636758,0.03034921,8.449529549,0.033005975,0.05307406,96.539948,74.91629364,0.238226207,-0.296586887,116.400992,75.06358588,0.134097688,-0.437934633,163.266636,72.15050052,-0.251446168,2.072004401,24.67932121,28.95979123,30.84471515,31.41108302,0.849868194,0.79456884,0.77788872,0.776862085,0.09020431,0.077925197,0.074027955,0.069961487,1578.670756,2164.856465,2344.414113,2351.280344,0.000137164,0.000119724,0.000109518,0.000104426,0.011711717,0.010941845,0.010465101,0.010218892,Bakso
13.3467329,0.052135676,0.03446914,15.55596827,0.0607655,0.014622046,9.852435149,0.03848608,0.04924502,112.151512,68.75706745,0.305798711,0.532801101,123.160344,75.33446193,0.001908935,0.329658573,143.219384,77.43052575,0.042561251,0.446622595,27.50160808,33.37920298,32.26201616,31.33087279,0.809045801,0.751590364,0.760114192,0.772294077,0.10228623,0.07444419,0.075092055,0.079301413,2044.282578,2646.918826,2547.801046,2426.509512,0.000159414,0.000110884,0.00011576,0.000130924,0.012625941,0.010530136,0.010759204,0.011442211,Bakso
12.47477395,0.048729587,0.039136652,15.69659073,0.061314806,0.012113796,14.47724025,0.056551717,0.026611147,114.795624,78.10160238,0.493425883,3.622124541,128.168204,74.13322494,0.464095059,11.45570721,133.391376,72.36466282,0.479195525,8.894136038,18.80410101,18.12810955,13.97003232,17.83882756,0.897969161,0.903032316,0.937013427,0.905384259,0.138744858,0.140264645,0.177284912,0.145220051,1092.118598,1036.292912,675.3479717,1011.128093,0.000256818,0.000259911,0.000327527,0.000270654,0.016025548,0.016121754,0.018097714,0.016451562,Bakso
4.270344116,0.01668103,0.060232826,15.28848046,0.059720624,0.01843086,13.73578655,0.053655416,0.032052245,100.721224,81.70293951,0.818545075,4.878484834,131.229568,70.16254342,0.496018402,4.133175205,137.806852,76.09015806,-0.04428139,5.393426598,25.20021414,23.7044054,17.61552727,25.3711913,0.838508592,0.856859626,0.906893189,0.836838446,0.101211627,0.101383423,0.142006924,0.098047993,1686.353749,1494.797838,969.0997455,1703.836218,0.000239955,0.000252525,0.000381303,0.00024554,0.015490473,0.015891036,0.019526984,0.015669715,Bakso
4.309706137,0.01683479,0.060190033,8.642306047,0.03375901,0.052598286,10.68283384,0.04172982,0.046528183,87.180808,83.78834442,-0.34952357,-0.276619574,120.31828,79.66617974,0.003485924,0.268679837,163.747964,61.83612402,0.48085436,2.527299119,31.84094141,30.90309167,24.51332121,30.57570646,0.778649267,0.78892016,0.85960813,0.790761919,0.07581371,0.075218467,0.097019759,0.081303644,2247.605871,2143.999004,1426.584271,2125.404303,0.000182489,0.000168768,0.000196152,0.000172333,0.013508842,0.01299108,0.014005441,0.013127554,Bakso
3.773847079,0.01474159,0.060736604,15.6410333,0.061097786,0.01316475,15.28904246,0.059722822,0.018423736,87.053588,82.62273898,0.326051798,-0.413092136,128.894216,75.23634511,0.116831582,-0.461201803,143.545748,70.83646797,-0.74580871,-0.058126248,25.55772525,27.00977579,24.16599192,26.46146999,0.833681284,0.816391344,0.849857338,0.829835453,0.083572004,0.08616338,0.090112291,0.076441916,1771.061265,1957.621045,1602.839325,1814.322999,8.71E-05,8.35E-05,9.20E-05,8.06E-05,0.009333826,0.009139127,0.009590291,0.008975173,Bakso
13.5286846,0.052846424,0.033369232,15.72429033,0.06142301,0.011552681,15.64551165,0.06111528,0.013083278,119.837024,78.92438168,1.394736585,3.960164014,126.05498,75.23745082,1.24780144,4.01003119,135.781168,71.22740743,1.111066913,5.974083007,27.90547071,26.61124073,22.6059798,28.84498976,0.815319989,0.830181736,0.871085548,0.808967209,0.083230779,0.085567318,0.110534933,0.081697367,1990.175935,1827.667513,1393.63937,2056.154848,0.000112607,0.000114539,0.000144453,0.00010741,0.010611664,0.010702311,0.012018852,0.010363892,Bakso
4.576149866,0.017875586,0.05988917,15.75377612,0.061538193,0.010922522,10.06763706,0.03932671,0.04857633,79.683456,75.83565098,0.108635867,2.393033901,123.617108,72.99149176,-0.671628069,1.095117566,156.96524,77.6794761,-0.587406744,8.220053305,29.57100202,29.96860773,24.40389495,29.59217693,0.805185105,0.796069985,0.851899517,0.803190871,0.079528664,0.076358143,0.097657433,0.076407201,2071.428287,2160.589608,1566.408194,2085.10138,8.58E-05,8.69E-05,0.000109592,8.39E-05,0.009261861,0.009322493,0.010468597,0.009160833,Bakso
6.85733221,0.026786454,0.056468893,13.56822211,0.053000867,0.033123367,11.113696,0.04341287,0.0449619,88.404504,80.3338268,0.640443875,2.891294434,121.957024,76.46338691,0.771391573,2.737214684,155.745444,72.93401794,-0.099421062,16.48163914,28.21360808,28.95713693,21.55433939,26.39968132,0.798158382,0.786177361,0.870415503,0.824111777,0.094285123,0.09041921,0.120768002,0.092303342,2139.161309,2266.793635,1374.966832,1864.49083,9.76E-05,9.87E-05,0.000132749,0.000100496,0.009881304,0.009934898,0.011521689,0.010024792,Bakso
6.323243273,0.02470017,0.057412125,14.94053235,0.058361456,0.022364942,10.80461427,0.042205524,0.04609711,92.508588,76.43847015,0.316761132,-0.345834828,123.08318,74.65592572,-0.222577413,0.150964127,151.20766,73.04805356,0.655536103,0.744183019,27.44940202,34.79782209,36.88536162,35.02166932,0.810977964,0.722816124,0.695279871,0.716800728,0.092750585,0.070378654,0.062544415,0.070467279,2002.377879,2935.205292,3227.050323,2998.736086,0.000100807,7.77E-05,7.15E-05,7.84E-05,0.010040248,0.008816346,0.008455059,0.008851744,Bakso
13.4832472,0.052668937,0.033648677,15.76770412,0.061592594,0.010611407,12.2961319,0.04803177,0.039989993,125.859284,76.37648776,1.008356636,3.794790409,131.028904,71.62117243,1.139556831,4.725050205,123.956708,77.72083449,1.243062712,3.278957339,29.44123232,27.97141649,20.56597576,28.17192378,0.809251708,0.825619612,0.902055708,0.822730349,0.060621248,0.062606487,0.084484102,0.063437218,2061.794865,1884.118537,1059.624998,1915.395925,0.000104194,0.000108427,0.000142071,0.000108739,0.010207526,0.010412815,0.011919341,0.010427816,Bakso
