fitur 1,fitur 2,fitur 3,fitur 4,fitur 5,fitur 6,fitur 7,fitur 8,fitur 9,fitur 10,fitur 11,fitur 12,fitur 13,fitur 14,fitur 15,fitur 16,fitur 17,fitur 18,fitur 19,fitur 20,fitur 21,fitur 22,fitur 23,fitur 24,fitur 25,fitur 26,fitur 27,fitur 28,label
112.2390848,65.35520979,-0.659389684,-1.5,15.72969921,17.01728826,16.15289286,17.28401394,0.898059368,0.882443267,0.896375491,0.882557188,0.130882587,0.124569683,0.12796881,0.12340815,816.0090716,938.233528,828.2636786,937.3185684,0.000134714,0.000121404,0.000128001,0.000121392,0.011606619,0.011018342,0.011313735,0.011017809,bakso
127.969694,65.77454096,-0.620131221,-1.5,17.43549002,20.83524219,21.52221463,21.61180552,0.878483852,0.832864519,0.822903931,0.823458036,0.155380682,0.142888672,0.132652913,0.132959837,935.5262523,1276.951499,1355.051419,1348.916194,0.000225373,0.000185517,0.000181024,0.000170539,0.01501243,0.013620453,0.013454523,0.013059042,bakso
123.7179067,72.45883146,0.005744817,-1.5,12.07434512,14.31799558,13.33258261,13.86941802,0.931222093,0.909157259,0.920088578,0.916617083,0.20610992,0.168778016,0.182042125,0.17850945,518.5449513,683.8885886,601.878439,627.7218297,0.000197009,0.000150428,0.000163909,0.000164281,0.014035982,0.01226491,0.012802678,0.012817218,bakso
119.5841667,55.5433326,-0.483599879,-1.5,17.25049158,25.81993788,27.78885424,26.20178318,0.831774046,0.660032906,0.616876762,0.649891779,0.095258819,0.065879845,0.062038319,0.064062413,724.358734,1469.926057,1658.636814,1513.399691,0.000115486,8.01E-05,7.41E-05,7.78E-05,0.010746458,0.008951437,0.008608421,0.008819754,bakso
96.37088521,64.57891511,-0.380563568,-1.5,8.099553983,11.25165146,11.35900261,10.87508105,0.964079725,0.943950209,0.944449722,0.946655197,0.250118616,0.179049479,0.175064166,0.183651149,273.0236617,425.7199039,421.7313747,405.175716,0.000383837,0.000237039,0.000237224,0.000258431,0.019591751,0.015396071,0.015402089,0.016075803,bakso
120.5993332,60.98049633,-0.690920851,-1.5,11.37689516,12.63639219,11.39246154,11.90815862,0.931829451,0.918977918,0.933957924,0.928125623,0.1898602,0.174783997,0.188669611,0.179160392,471.0755457,558.0406415,454.6292443,495.0256162,0.000276911,0.000249405,0.000270341,0.000264108,0.016640647,0.015792555,0.016442062,0.016251415,bakso
157.2063872,56.43176241,0.354755045,-1.5,15.05699007,16.67398197,15.76166154,17.72182649,0.845796401,0.823946396,0.831626724,0.799746652,0.144360278,0.126881963,0.140212632,0.123557054,626.9303081,717.9595154,684.6374154,816.6334253,0.000247966,0.000228568,0.000257983,0.000217264,0.015746923,0.015118463,0.016061843,0.014739869,bakso
138.0953764,69.21545104,-0.663292041,-1.5,23.36483613,24.52232476,22.51838819,24.43069961,0.799948921,0.781214062,0.812960073,0.782808559,0.078980729,0.072327311,0.078778204,0.074481295,1179.419181,1289.656494,1102.700338,1280.303081,0.000100032,9.00E-05,9.59E-05,8.99E-05,0.010001594,0.009487916,0.009791779,0.00948307,bakso
118.6339985,66.09999269,0.63086769,-1.5,13.94452348,15.53818252,15.11032216,15.37629897,0.906533035,0.888761986,0.894750621,0.893598435,0.13187801,0.12228635,0.125380131,0.119466999,607.9719265,724.2719454,685.7919888,692.786765,0.00011546,0.000102114,0.000104824,0.000101161,0.010745235,0.010105159,0.010238357,0.010057889,bakso
138.2011337,56.82999424,0.638945626,-1.5,17.65887427,19.69791491,19.7357242,20.75385986,0.867051406,0.848168108,0.851175507,0.834843977,0.098969477,0.084383847,0.087952631,0.082501751,814.6107752,928.8310411,915.2283368,1010.483344,0.000102413,8.38E-05,8.21E-05,7.98E-05,0.010119932,0.009156864,0.009060864,0.008930399,bakso
137.5288029,66.616413,0.613905904,-1.5,20.81860618,23.89711314,23.32277982,23.61287785,0.831851114,0.780564982,0.787345156,0.788121175,0.087128113,0.076973101,0.079506492,0.074091025,1012.868208,1316.376924,1274.513627,1271.027144,7.94E-05,7.12E-05,7.34E-05,6.94E-05,0.008908905,0.008440677,0.00856507,0.008332338,bakso
119.0870211,66.9364849,0.648366029,-1.5,20.0882021,23.49690835,21.69110915,21.8167444,0.823674361,0.767480967,0.801045772,0.806397142,0.110243042,0.089874997,0.098706643,0.091102549,1111.933189,1466.774318,1255.493609,1221.137393,9.68E-05,8.21E-05,8.72E-05,8.39E-05,0.009837174,0.009062224,0.009337677,0.009159053,bakso
103.0127221,61.24350604,-0.415165757,-1.5,12.78506997,14.78892207,14.80574157,15.04102742,0.915411241,0.890484966,0.891366792,0.885898539,0.159557161,0.132417311,0.138442259,0.131804226,479.4258037,620.5526829,615.3643879,646.53494,0.000157185,0.00012858,0.000131055,0.000125573,0.012537363,0.011339303,0.011447946,0.011205944,bakso
139.0438104,57.27552259,0.657150734,-1.5,13.53137677,14.34184502,13.183272,14.10141232,0.913660732,0.908491855,0.926538967,0.912216468,0.103418115,0.094664097,0.098283324,0.095467192,535.6397197,567.1481402,455.6116107,544.0709701,0.000134635,0.000122624,0.000128804,0.000125601,0.011603234,0.011073577,0.011349195,0.011207184,bakso
120.5711974,66.27398061,0.705692374,-1.5,21.4526236,22.12851363,20.6603118,22.00928245,0.84011276,0.834514545,0.848341548,0.835103061,0.086866429,0.081450062,0.089873652,0.081562249,1031.835974,1067.089114,978.5919655,1063.273085,7.63E-05,7.01E-05,7.91E-05,7.08E-05,0.008733655,0.008373175,0.008892396,0.00841231,bakso
125.9000646,40.48975095,0.565541444,-1.5,7.261537468,8.524350133,8.006002584,8.357185673,0.950426595,0.93211658,0.94040363,0.938156399,0.212529925,0.179300985,0.196100876,0.177284803,158.3629897,217.0858266,190.5365108,197.7701239,0.000400081,0.000327172,0.000362651,0.0003198,0.020002022,0.018087896,0.019043409,0.017882944,bakso
156.6732506,74.54988439,-0.491620922,-1.5,14.03064968,19.1597784,20.01333058,19.48011439,0.911522031,0.864569794,0.8527499,0.857994428,0.196679075,0.1367801,0.131593634,0.141645857,776.7750178,1186.858364,1290.79474,1244.595283,0.000297598,0.000205383,0.000187907,0.000191983,0.017251037,0.014331203,0.01370791,0.013855811,bakso
94.06442842,60.89915696,0.652639485,-1.5,20.89749798,21.93773799,20.25760621,21.52569426,0.807994463,0.792356831,0.818607309,0.798452424,0.086105572,0.08230077,0.088900863,0.082526547,1120.571134,1211.654666,1056.162639,1176.11173,0.000109169,0.000103951,0.000113657,0.000106548,0.010448413,0.01019566,0.010660992,0.010322204,bakso
92.36907265,74.07352344,0.448386487,-1.5,23.647908,26.70540669,23.30775698,28.16366735,0.810623176,0.766009162,0.799291585,0.748879492,0.136886319,0.131667727,0.160505289,0.120469749,1895.317061,2338.845595,2004.162719,2509.753964,0.000349267,0.000308383,0.000402028,0.000288929,0.018688679,0.017560848,0.02005064,0.016997922,bakso
142.0891618,50.86474459,-0.133265015,-1.5,10.35901752,13.36227232,13.92782299,13.6368124,0.930474218,0.890150144,0.88387472,0.886391771,0.161264507,0.122102659,0.12130102,0.123253956,285.4994003,450.4241816,477.8431743,465.8451914,0.000206249,0.00015493,0.000150581,0.000154719,0.014361384,0.012447086,0.012271133,0.012438629,bakso
91.12783161,58.83921723,0.655485133,-1.5,16.83986793,20.67204481,21.07579925,20.94766325,0.86677089,0.813709896,0.811427533,0.811047299,0.118754448,0.104016171,0.101068351,0.099104976,876.3733552,1226.566112,1244.124307,1244.157444,0.000134659,0.000117123,0.000114488,0.000113338,0.011604256,0.010822351,0.010699929,0.010646042,bakso
102.8234757,70.89802915,-0.682604672,-1.5,15.16102014,17.34612002,16.79204568,17.08031411,0.919947558,0.892654904,0.89854981,0.900953144,0.150660196,0.130189463,0.136287044,0.135554777,647.0478692,865.7172626,818.9138575,798.7884309,0.0001302,0.000113339,0.000118603,0.000113879,0.01141051,0.010646081,0.010890503,0.010671423,bakso
120.6136033,49.02619308,0.493433028,-1.5,13.11207044,13.52166326,12.84703283,13.46432769,0.872603577,0.869919002,0.882403865,0.869802571,0.135049196,0.129635048,0.135984631,0.128215849,564.6240704,573.6568503,520.606053,574.1447358,0.000244339,0.000230615,0.000245424,0.000237605,0.015631346,0.015186004,0.015666012,0.015414441,bakso
120.5316138,71.6351659,-0.126974553,-1.5,22.11389718,26.04717407,23.66377666,24.05061826,0.825036047,0.778111758,0.802534882,0.797998441,0.138972411,0.140070742,0.160708133,0.13138783,1682.479068,2131.901474,1904.296773,1941.246909,0.000293464,0.000291512,0.00034235,0.000280141,0.017130777,0.01707372,0.0185027,0.016737423,bakso
169.8787618,60.0881418,0.463901235,-1.5,14.50285773,16.52927314,16.69624023,17.32660358,0.897093614,0.877379369,0.86833699,0.858848711,0.153438681,0.131341466,0.139771738,0.134554327,572.4354759,682.1928861,732.7407052,785.2831689,0.000271262,0.00021799,0.000251479,0.000247434,0.01647004,0.01476448,0.015858105,0.015730024,bakso
139.5299823,69.43182301,-0.706606148,-1.5,16.06660022,18.50560958,16.24693619,18.73634766,0.836345157,0.797237209,0.840689182,0.795584199,0.259747103,0.229415287,0.248686886,0.228928636,1388.2417,1687.872819,1335.304858,1701.633094,0.003441962,0.002464567,0.002717426,0.002474615,0.058668233,0.049644403,0.052128936,0.049745505,bakso
209.7377,43.45664587,-0.520397542,-1.5,11.6867611,12.77809675,11.65409662,13.13044575,0.820773165,0.800744594,0.811666172,0.788855847,0.347813089,0.313385613,0.418154534,0.315248902,609.0401441,677.806436,639.2658357,718.2433856,0.006767771,0.005847709,0.007781579,0.005863525,0.082266465,0.076470317,0.08821326,0.076573656,bakso
101.8174613,77.6963443,-0.584109687,-1.5,15.96055458,21.00860803,19.80648743,19.9160628,0.918793287,0.864158787,0.871773946,0.875549144,0.153643747,0.123733371,0.130695709,0.124947022,793.6287024,1331.671397,1258.794634,1220.027559,0.000211533,0.000170297,0.000183266,0.000167264,0.014544164,0.01304978,0.013537588,0.012933055,bakso
132.0186813,62.42477799,-0.331448716,-1.5,24.48924684,25.84405928,24.68244937,25.59148939,0.758376976,0.731186183,0.751738464,0.733416587,0.090794344,0.083580264,0.086629167,0.081817648,1475.194601,1636.064802,1508.035399,1622.522377,0.00022421,0.000166257,0.000169404,0.000164622,0.014973633,0.01289408,0.013015519,0.012830505,bakso
112.5598514,59.15041294,-0.326187991,-1.5,26.22173763,26.75509903,27.20684137,30.43968129,0.760227931,0.756021072,0.74681625,0.682346643,0.083641086,0.075985142,0.074025617,0.069015466,1584.58081,1579.467491,1637.24044,2055.566505,0.000171534,0.000163076,0.000162695,0.000145277,0.013097096,0.012770106,0.01275519,0.012053087,bakso
159.42457,70.45933595,0.228096598,-1.5,8.624398878,11.72971722,11.20557021,9.329516195,0.939097084,0.903809434,0.924798923,0.954729336,0.390927738,0.336325559,0.336507352,0.34307525,538.7341702,849.0483399,663.5693734,399.5830262,0.002693699,0.002302719,0.00236485,0.002328212,0.051900862,0.047986654,0.048629722,0.04825155,bakso
122.8660391,73.91881208,-0.559742876,-1.5,16.75205174,17.77549288,16.20864378,17.49094133,0.909226628,0.897089041,0.910731893,0.900248303,0.185552173,0.176369422,0.187379903,0.174990372,755.3511106,854.5038447,740.9281545,828.275694,0.000732567,0.000671955,0.000734424,0.000649749,0.027065969,0.025922096,0.027100254,0.025490184,bakso
95.48116544,58.28334294,-0.518541564,-1.5,15.00202251,15.88683518,15.30975649,16.37876061,0.882864203,0.871773649,0.880090325,0.863916821,0.173627186,0.157817198,0.170829086,0.161274413,757.3366372,831.0712319,779.407173,881.9805006,0.000186151,0.000169461,0.000176302,0.000163663,0.013643728,0.013017719,0.013277862,0.012793093,bakso
146.363231,52.05305821,0.704662192,-1.5,25.35522833,25.45563894,22.28346154,24.85825509,0.661911948,0.651856848,0.713130977,0.674871368,0.057668631,0.058235574,0.070353848,0.060289401,1416.68423,1459.479497,1203.791253,1362.958945,7.44E-05,7.46E-05,8.82E-05,7.61E-05,0.008624132,0.008635934,0.0093914,0.00872279,bakso
120.4277977,78.06404437,-0.637915585,-1.5,30.64609362,33.62458219,31.26440391,34.70569444,0.778182606,0.740477009,0.766255593,0.714740975,0.083427477,0.068178373,0.078887365,0.068471792,2233.908217,2565.607217,2328.339557,2820.041268,8.79E-05,6.73E-05,7.84E-05,6.96E-05,0.009373525,0.008201374,0.008856712,0.008343404,bakso
128.5470365,63.17291705,0.290616225,-1.5,11.18098505,12.19097611,11.59974267,12.59876328,0.922320304,0.914865391,0.924017095,0.912638245,0.227754264,0.197236775,0.20588718,0.18754734,529.2162224,581.041187,518.7519937,596.2459893,0.000238716,0.00019993,0.00020926,0.000190009,0.015450453,0.014139643,0.014465809,0.013784363,bakso
122.3389762,56.08921713,0.197754032,-1.5,17.22221788,19.53592367,18.42182528,19.9114315,0.833795242,0.803451483,0.82129437,0.801824764,0.141241876,0.107533706,0.112978403,0.102342305,830.6066166,982.0833127,891.7339979,990.239187,0.000145087,0.00010946,0.000118036,0.000105665,0.012045212,0.010462308,0.010864436,0.010279339,bakso
148.1147793,59.83086514,-0.311522085,-1.5,19.97167479,22.92112661,22.5384441,22.94952253,0.827780827,0.782517,0.78728307,0.784760875,0.152914139,0.137031537,0.144094129,0.134340936,1060.063625,1333.042845,1302.990214,1319.299006,0.000474588,0.00040734,0.000499069,0.000415989,0.02178505,0.020182662,0.022339846,0.020395818,bakso
118.9608464,60.74065049,-0.315394044,-1.5,11.13186352,15.32511395,15.54148327,14.74638276,0.944069023,0.912609943,0.911459129,0.916799766,0.214132237,0.149542026,0.142231952,0.143329883,409.1972441,640.9428441,649.2784727,610.2451196,0.000488391,0.000285442,0.000261261,0.000272887,0.022099559,0.016895015,0.016163558,0.016519283,bakso
166.5508192,56.06369804,-0.647716997,-1.5,21.75773622,21.13412016,19.57849342,21.07276307,0.700045295,0.709604709,0.752169725,0.727259542,0.148947589,0.139604229,0.150477026,0.142681722,1668.056732,1608.706797,1381.030855,1510.926834,0.000357877,0.000327413,0.000393125,0.000334939,0.018917646,0.018094569,0.019827388,0.018301332,bakso
153.9785124,71.7352534,-0.504157115,-1.5,19.96252707,24.14900518,22.06543061,22.97909003,0.843944269,0.78477222,0.804407722,0.798421111,0.129988243,0.109329841,0.130374024,0.111124144,1173.099358,1614.753169,1474.816356,1512.283652,0.000191867,0.000156404,0.00019129,0.000155941,0.01385161,0.012506155,0.013830775,0.012487634,bakso
82.39871735,52.14120432,-0.05523055,-1.5,13.79744908,14.84228001,14.59729049,15.32952356,0.855213962,0.842932291,0.847299925,0.834038297,0.210686722,0.198705557,0.214815509,0.198855751,752.9756853,815.3581158,796.0280108,861.5340707,0.000760446,0.000714657,0.000851764,0.00070375,0.027576189,0.026733061,0.029184999,0.026528285,bakso
120.9655819,55.91674684,0.669547742,-1.5,19.1793608,20.39521708,20.07446692,20.56810412,0.817916571,0.7961527,0.804860832,0.796478851,0.106654292,0.102139583,0.097775683,0.096584796,989.1106966,1103.624771,1057.229783,1101.985436,0.000146004,0.00014324,0.000134959,0.00012617,0.01208321,0.011968306,0.011617173,0.011232561,bakso
95.52688086,59.00615052,-0.704845145,-1.5,19.86006681,20.48239266,19.09657516,21.73001403,0.815797309,0.805800294,0.828374532,0.787104208,0.221677643,0.213217871,0.23688247,0.218727629,1256.335,1324.661383,1170.940784,1451.941888,0.000874283,0.000845819,0.000990319,0.000897229,0.029568269,0.029082967,0.031469328,0.02995378,bakso
132.2188306,68.55324844,-0.668480924,-1.5,18.69247479,20.5682369,20.2087384,20.99776286,0.882144498,0.859639523,0.865374483,0.855918628,0.107988362,0.099490025,0.103523364,0.106157098,904.4391134,1073.374631,1031.783624,1101.82219,0.000104912,0.000101715,0.00010513,0.000102666,0.010242661,0.010085395,0.010253276,0.010132435,bakso
